open_time,open,high,low,close,volume
2026-02-18 02:45:00,67366.19,67373.85,67268.48,67297.97,13.61334
2026-02-18 02:50:00,67297.96,67373.82,67290.3,67344.0,20.63378
2026-02-18 02:55:00,67344.0,67357.98,67326.69,67335.04,11.74374
2026-02-18 03:00:00,67335.04,67470.82,67326.98,67465.47,30.27762
2026-02-18 03:05:00,67465.47,67466.0,67386.42,67400.78,18.36935
2026-02-18 03:10:00,67400.78,67417.41,67354.35,67416.3,15.49331
2026-02-18 03:15:00,67416.3,67470.0,67408.78,67456.26,32.38874
2026-02-18 03:20:00,67456.26,67500.0,67434.23,67499.99,9.86076
2026-02-18 03:25:00,67500.0,67557.01,67471.82,67539.43,20.28534
2026-02-18 03:30:00,67539.44,67606.91,67514.53,67592.26,33.89646
2026-02-18 03:35:00,67592.26,67650.0,67577.21,67593.84,19.20522
2026-02-18 03:40:00,67593.83,67641.12,67576.61,67632.74,8.67964
2026-02-18 03:45:00,67632.73,67664.61,67580.63,67644.21,10.90577
2026-02-18 03:50:00,67644.21,67666.66,67631.45,67631.45,8.1298
2026-02-18 03:55:00,67631.46,67705.65,67629.1,67629.11,36.0686
2026-02-18 04:00:00,67629.1,67648.57,67500.1,67507.97,36.03698
2026-02-18 04:05:00,67507.98,67595.84,67500.62,67595.81,21.15136
2026-02-18 04:10:00,67595.8,67718.75,67547.31,67562.22,28.51724
2026-02-18 04:15:00,67562.22,67674.55,67556.0,67666.5,15.54756
2026-02-18 04:20:00,67666.51,67674.55,67600.0,67660.02,24.41764
2026-02-18 04:25:00,67660.01,67674.0,67632.55,67674.0,5.05121
2026-02-18 04:30:00,67674.0,67754.99,67670.92,67735.99,26.5343
2026-02-18 04:35:00,67736.0,67736.0,67632.01,67714.94,77.48371
2026-02-18 04:40:00,67714.94,67727.0,67691.14,67694.5,12.89622
2026-02-18 04:45:00,67694.5,67735.43,67659.6,67729.74,22.34645
2026-02-18 04:50:00,67729.74,67900.0,67729.74,67844.96,48.49531
2026-02-18 04:55:00,67844.96,67864.3,67805.8,67823.54,10.20671
2026-02-18 05:00:00,67823.55,67826.0,67752.76,67772.3,28.60383
